Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,0.48301148414611816,0.48661070068408296,0.4753331936701973,0.48301148414611816,113680000,0.0,0.0
2015-01-05 00:00:00-05:00,0.4830113015911278,0.4844509876621818,0.4726936276920202,0.47485312819480896,197952000,0.0,0.0
2015-01-06 00:00:00-05:00,0.47557292950981783,0.47605281529013954,0.45997645572472895,0.46045634150505066,197764000,0.0,0.0
2015-01-07 00:00:00-05:00,0.46381569749056484,0.4678947992489874,0.4578170520855876,0.45925673842430115,321808000,0.0,0.0
2015-01-08 00:00:00-05:00,0.46453564265214276,0.47941230940580615,0.4642956853417402,0.4765329360961914,283780000,0.0,0.0
2015-01-09 00:00:00-05:00,0.4782124856150027,0.48205163020039327,0.47173392555168125,0.4784524142742157,209540000,0.0,0.0
2015-01-12 00:00:00-05:00,0.4796521477317403,0.47989210499692775,0.46813474247491293,0.472453773021698,190732000,0.0,0.0
2015-01-13 00:00:00-05:00,0.47605295825427457,0.4856507911582065,0.46837469765188877,0.4717339277267456,236720000,0.0,0.0
2015-01-14 00:00:00-05:00,0.4666951954251889,0.4750933012461404,0.4654954660221958,0.4736536145210266,155260000,0.0,0.0
2015-01-15 00:00:00-05:00,0.47701281610575375,0.4798921606026443,0.47005436925081634,0.470294326543808,188932000,0.0,0.0
2015-01-16 00:00:00-05:00,0.46957447546219355,0.4794122666504731,0.4681347889357815,0.47893238067626953,181512000,0.0,0.0
2015-01-20 00:00:00-05:00,0.48229155533640417,0.4849309421912557,0.47437333756425354,0.48037201166152954,140308000,0.0,0.0
2015-01-21 00:00:00-05:00,0.4777326514017738,0.4882902858524398,0.47437339237500675,0.487090528011322,144780000,0.0,0.0
2015-01-22 00:00:00-05:00,0.4880502532392974,0.49692830023239903,0.4830114080872103,0.49548861384391785,159712000,0.0,0.0
2015-01-23 00:00:00-05:00,0.49596865383020616,0.4978882554576896,0.49188957903227887,0.49692848324775696,120416000,0.0,0.0
2015-01-26 00:00:00-05:00,0.49476882815361023,0.4971682866774208,0.4916495263518961,0.49476882815361023,133240000,0.0,0.0
2015-01-27 00:00:00-05:00,0.48709050741597176,0.48757042197364747,0.4700543415248867,0.471014142036438,357948000,0.0,0.0
2015-01-28 00:00:00-05:00,0.47677285058858004,0.47869242308799564,0.4630959144076197,0.46333587169647217,272728000,0.0,0.0
2015-01-29 00:00:00-05:00,0.4635757603203251,0.47725266587165627,0.46141623085192734,0.4746132791042328,235340000,0.0,0.0
2015-01-30 00:00:00-05:00,0.471254032356879,0.476772791886786,0.45997658464155466,0.46069639921188354,298200000,0.0,0.0
2015-02-02 00:00:00-05:00,0.4635757987855548,0.47269374611093684,0.4544578514601728,0.47077417373657227,259604000,0.0,0.0
2015-02-03 00:00:00-05:00,0.47413347203306777,0.4830114919640743,0.47173401337145593,0.4825315773487091,183468000,0.0,0.0
